Pointer,Original,Translated
426962,"また わからないことがあったら
いつでも ききにくればいい","=0x683ce"
426964,"また わからないことがあったら
いつでも ききにくればいい","=0x683ce"
426966,"また わからないことがあったら
いつでも ききにくればいい","=0x683ce"
426968,"また わからないことがあったら
いつでも ききにくればいい","=0x683ce"
426970,"また わからないことがあったら
いつでも ききにくればいい","=0x683ce"
426972,"つよくなってきたみたいね
そろそろ やまのほうヘいってみたら？","You seem to have to gotten a little stronger. How about you try heading over to the mountains?"
426974,"トーナメントに でますか？<*4>","Enter the tournament?<*4>"
426976,"これでおわったと おもったら
おおまちがいでチュ","If you thought it was over, then you are sadly mistaken."
426978,"Zボタンをおすと
ウインドウが ひらくんだ

ケイタイは
メダロットの じょうほう

アイテムは
もっている アイテムが みれる

セーブは これまでの
ゲームないようを きろくできるぞ","Press B to open the menu.

The Info Pad has information on your Medarot, and the Item menu lets you check what items you're carrying.

Choose "Save" when you want to record your progress in the game so far."
426980,"「うつ」や「ねらいうち」のパーツは

「なぐる」や「がむしゃら」に
くらべて あたリにくいけど

こうげきするときに
あいてを きめることが できるから

リーダーだけ をねらって
いっきに たおすこともできるんだ",""Shoot" and "Snipe" parts are a bit less accurate than "Strike" and "Berserk" parts, but they let you see which Medarot it'll target before you select them.

If you can land all of your attacks on the opponent's leader, you can put a quick end to the battle."
426982,"きみのメダルは レベルいくつ？
ぼくのメダルは レベル3さ

もっともっと ロボトルして
レベルをあげなきゃ","What level is your Medal?
Mine is level 3!
I need to let it Robottle more so it can level up!"
426984,"きみはメダロット 1たいしか
もっていないのか

さいこうで 9たいまで
もてるって うわさだよ","So you only have 1 Medarot?
They say you can keep as many as 9."
426986,"ドウダ オモイシッタカ","How's that? Are you finally beginning to understand?"
426988,"おみせでもらった ふくびきけんで
1かい ふくびきができますよ","You can exchange one of the lottery tickets from the store for a single prize at the lottery."
426990,"ふくびきを 1かいどうぞ","Go ahead and give it a spin!"
426992,"うんとも すんとも いわない","No response."
426994,"カラカラカラカラ
カラカラカラカラ","*clatter clatter clatter clatter*"
426996,"おい まてっ!

オレさまが カワムラだ!!
オレに かてるもんなら かってみろ

ちょうせんを うけますか？<*4>","Hey, you! Wait!

It is I, Kawamura!! If you think you can win against me, then go ahead and try.

So, do you take the challenge?<*4>"
426998,"ひぃぇぇーーぇぇっ
かんべんしてくださいよーっっ","Eeeeeek! I surrender!"
427000,"そうだろう そうだろう
こわくて かかってこれないだろう","That's right, I knew you'd be too scared to face me!"
427002,"カワムラが なにかおとしていった","Kawamura dropped something."
427004,"まちな!!

ヤンマとクボタが せわになったってな
たっぷリ れいをさせてもらうわ","Hold it right there!!

I wanted to thank you for taking care of Yanma and Kubota!"
427006,"つよいんだっら つよいっていえよな!
とんだ ヘマやらかしたわ","Unbelievable! If you're strong, then say that you are!"
427008,"ぜったいに ここはとおせないロボ","I won't let you pass, robo!"
427010,"いまのは なしロボ
なんにも なかったロボ","It was nothing, robo.
You didn't see anything, robo."
427012,"まちたまえ","Halt."
427014,"えっと・・・ だれだっけ？

ライバルの にもうさくユウキだ!

ロボトルのトーナメントは
「ちょうないたいかい」

「ちくたいかい」
「ほんたいかい」の3かいある

1つのたいかいを かちすすめば
つぎのたいかいに すすめるんだ

まずは おてほんがわリに
ぼくのたたかいを みておくといい","Huh...? Who are you?

I am Yuuki Nimousaku and I am your rival!

The Robottle Tournament is made up of three smaller tournaments: the "City Tournament", the "Regional Tournament", and the "Main Tournament".

If you progress through one tournament, you can move on to the next.

Try to learn from watching me fight."
427016,"パパは セレクトビルに
おしごとにいったわよ","Your father left for work to the Select Building."
427018,"え？
セレクトたいの たいちょう？

こっちには だれもきてないよ","Huh? You saw the Select Force Chief?

No one came over here."
427020,"え？
セレクトたいの たいちょう？

こっちには だれもきてないよ","=0x6840a"
427022,"よかった <&NAME>さんなら
そういってくれると おもってました","I'm glad. I figured you would think the same, <&NAME>."
427024,"そうですか・・・

こんなのしんじてるなんて
こどもっぽいですよね","I see...

I suppose it is a bit of a childish belief."
427026,"こんにちは <&NAME>くん","Hello, <&NAME>."
427028,"まさか ロボロボだんの しょうたいが
セレクトたい だったなんて・・・

もう なにも しんじられない","This has to be joke... The RoboRobo Gang was the Select Force the whole time...

I don't know who to trust anymore."
427030,"ロボトルばっかリ してないで
たまには べんきょうも しなさいよ","Don't get too distracted by Robottling, you should focus on your studies from time to time."
427032,"また あとでね♥","See ya later♥"
427034,"きょうは
ひとリで あそぼっかな・・・","I guess I'll play alone today..."
427036,"あっ <&NAME>・・・
そうだ ロボトルしよっか？

ねっ やろうよっ","Oh, <&NAME>...
Hey, wanna Robottle?

Let's do it!"
