Pointer,Original,Translated
394144,"ボクも おおきくなったら
メダロッターに なるでチュ","When I grow up, I will also be a Medarotter!"
394146,"あれっ？
メダルが おちてる

メダロ・・・なんとかって ゲームに
つかうらしいけど・・・

たしか キララも やってるんだよな
そのメダロ・・ なんとか

ちょっとぐらい やってみよっかな・・

とリあえず ひろったメダルは

セレクトしぶにでも
とどけたほうが いいな

たしか・・・

こうえんをでて まっすぐ うえに
いったところに あったはずだ","Huh? There's a coin on the ground...

It looks like the ones they use for that Meda... Meda..? Whatever it is.

I think Kirara said she was getting really into those Meda... whatevers.

Maybe I should give it a shot too...

In any case, someone must have dropped this, so I should take it to the Select Office just in case.

If I remember correctly... 

You can reach it by going straight north from the park entrance."
394148,"これは ロボロボだんのふく
じゃないか？

ワン! ワン!

はっくつげんばで ロボロボだんと
たたかったときに ひろってきたのか","Aren't those the RoboRobo Gang's clothes?

Woof! Woof!

Did you pick it up after the battle with the RoboRobo Gang at the excavation site?"
394150,"これは ロボロボだんのふく
じゃないか？

ワン! ワン!

はっくつげんばで ロボロボだんと
たたかったときに ひろってきたのか","=0x603a4"
394152,"そら とってこい!","Go, fetch!"
394154,"いてっ!","Ouch!"
394156,"ワンッ ワンッ

う うわーーーーーーーっ!!

イヌは きらいなんだよーっ!!","Woof, woof!

Eeeyaaaargh!!

Get it away! I can't stand dogs!!"
394158,"いいパーツ もってんじゃん

ロボトルやろうぜ

あんたたちみたいに
ひきょうなやつとは あそばないの!

そんなこと いって
まけるのが こわいんだろ","Those are some pretty nice parts you've got there.
Let's Robottle for them!

As if I'd ever play against cheaters like you!

Heh heh! You're just saying that 'cuz you're scared of losing!"
394160,"ちょっと ムチャよ <&NAME>
ロボトルやったこと ないんでしょ？

はじめてだからって
てかげんしねーぜ

さあっ ロボトルかいしだぜっ","Wait, <&NAME>! You haven't Robottled before, have you?

Heh! We won't go easy on you just because you're a beginner!

C'mon, let's get this Robottle started!"
394162,"ヘっ やっぱリ まけるのが
こわいんじゃねーか

おっ やるきになったか？

<&NAME> ちょうはつに
のったら まけるわよ

さあっ ロボトルかいしだぜっ!","Heh heh! Just what I thought, this guy's afraid of losing too!

Oh, what's that? Little baby's changed his mind?

<&NAME>! You'll lose if you let them get to you!

C'mon, let's get this Robottle started!"
394164,"どこが はじめてなんだよ
だましやがったな

<&NAME>は
あんたたちとは ちがうわよ!","How is this guy a beginner?!
You guys tricked me!

As if! <&NAME> is different from you guys!"
394166,"こんかいは うんがよかっただけさ!

つぎも うまくいくとは
かぎらないんだからなっ!!","...You just got lucky this time! 

Don't think next time will be so easy, you got that?!"
394168,"おいおい あいてに なんねーぜ

かわいそうだから
パーツとるのは やめといてやるぜ

いこーぜ
あんまリよわくて しらけちまった","Oh, come on! This guy's no match for us!

I'm feeling sorry for you, so we won't bother taking your parts this time. 

Let's go, Kubota. If we stick around them, their lameness might start rubbing off on us."
394170,"なんだか たすけられちゃったね
・・・あリがと♥

でも あんなむちゃしちゃダメ
メダロットが かわいそうだわ

キミ メダルとパーツの
あいしょうとか かんがえてる？

メダルとパーツの ぞくせいが
おなじなら メダロットは

パワーアップ!・・・ってしってた？

それとね メダルにだって
こころが あるのよ

かんがえて そだてないと
ダメなこに なっちゃうんだから!

ちょっと じしんついたら
また あいにきて

とっくんしてあ・げ・る","Looks like you kinda saved me there.
...Thanks. ♥

You shouldn't be so reckless though! I feel sorry for you poor Medarot after watching that fight.

Have you thought about the compatibility between your Medal and its parts? If the parts and Medal are a good match, your Medarot will become stronger!

Also, remember that Medals all have a consciousness inside them. If you don't take care and raise them properly, they'll turn out no good!

Come see me again once you've gotten a bit more experience.
I'll give you some of my special training!"
394172,"",""
